sample_index,relative_path,body_name,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_index,bottom_depth_index,center_x_index,center_y_index,center_z_index,density_contrast,nonzero_density_cells,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
760,samples/sample_000760.npz,rectangular_body_000760,4,18,15,21,15,20,14,6,5,15,20,11.0,18.0,17.5,0.33724461685653195,420,0.0004633898045343988,0.027203600213865968,0.0054159404244491114,0.005143738856154558
761,samples/sample_000761.npz,rectangular_body_000761,8,15,15,19,10,17,7,4,7,10,17,11.5,17.0,13.5,0.9991389798346451,196,0.0005072421115097938,0.06773052082617056,0.008844922960154359,0.010510997052584105
762,samples/sample_000762.npz,rectangular_body_000762,48,56,48,54,14,19,8,6,5,14,19,52.0,51.0,16.5,0.5363143664405516,240,0.0003592185357308267,0.02898309671030491,0.004891779043287085,0.005240570306256392
763,samples/sample_000763.npz,rectangular_body_000763,11,24,2,9,14,20,13,7,6,14,20,17.5,5.5,17.0,0.2291078440305226,546,0.000332708984453014,0.02568633410064862,0.004220993334046864,0.004570773344351566
764,samples/sample_000764.npz,rectangular_body_000764,20,26,46,62,7,15,6,16,8,7,15,23.0,54.0,11.0,0.4760820397306571,768,0.0008978874424394703,0.1581061595552751,0.0183287556499706,0.023347592244735853
765,samples/sample_000765.npz,rectangular_body_000765,11,17,49,61,15,21,6,12,6,15,21,14.0,55.0,18.0,0.753509776199252,432,0.000921563631796529,0.060856878812701756,0.01111875258149318,0.011458772571309606
766,samples/sample_000766.npz,rectangular_body_000766,15,28,36,49,16,18,13,13,2,16,18,21.5,42.5,17.0,0.8409306219228256,338,0.0014173667799798676,0.054667780932396534,0.013159048282631283,0.009956743613229874
767,samples/sample_000767.npz,rectangular_body_000767,29,38,10,23,12,15,9,13,3,12,15,33.5,16.5,13.5,0.5330092011632006,351,0.0008577207686654511,0.05558936034956774,0.009775622863061554,0.009093905374921841
768,samples/sample_000768.npz,rectangular_body_000768,6,18,45,52,11,17,12,7,6,11,17,12.0,48.5,14.0,0.39643754851002133,504,0.0005226958658519663,0.05890923196138866,0.00868643201223007,0.009941389130248867
769,samples/sample_000769.npz,rectangular_body_000769,32,44,29,36,12,16,12,7,4,12,16,38.0,32.5,14.0,0.31400517967214764,336,0.0007607915630643176,0.03052098679865564,0.0058554300452042735,0.004737643400425755
770,samples/sample_000770.npz,rectangular_body_000770,11,20,30,41,7,15,9,11,8,7,15,15.5,35.5,11.0,0.22518270400792872,792,0.0006190818877204446,0.08254082352672402,0.010179772181291805,0.011561680781305234
771,samples/sample_000771.npz,rectangular_body_000771,52,61,8,16,2,6,9,8,4,2,6,56.5,12.0,4.0,0.2685217637472205,288,5.2629401536940586e-05,0.1469474405349769,0.004639326063413949,0.011944565130225555
772,samples/sample_000772.npz,rectangular_body_000772,32,44,18,29,5,7,12,11,2,5,7,38.0,23.5,6.0,0.2464567914489879,264,0.00017021730393380332,0.05992112952625475,0.0047378652293573395,0.006900484730435964
773,samples/sample_000773.npz,rectangular_body_000773,40,47,31,44,14,18,7,13,4,14,18,43.5,37.5,16.0,0.3024024095513668,364,0.0005917632988746042,0.0248640178996746,0.005428907517931063,0.0042415054987829885
774,samples/sample_000774.npz,rectangular_body_000774,47,52,46,52,10,16,5,6,6,10,16,49.5,49.0,13.0,0.9811483314456215,180,0.00045845380383094554,0.06483730149057254,0.008358235207283333,0.009922814396572669
775,samples/sample_000775.npz,rectangular_body_000775,41,57,30,35,11,19,16,5,8,11,19,49.0,32.5,15.0,0.32970629012970487,640,0.001017410283489248,0.05408254652984541,0.010215883528447002,0.009150859386635506
776,samples/sample_000776.npz,rectangular_body_000776,11,24,37,51,6,9,13,14,3,6,9,17.5,44.0,7.5,0.5883193049142594,546,0.0006700206960401907,0.20360888526857707,0.020606789544932752,0.02812433825365816
777,samples/sample_000777.npz,rectangular_body_000777,45,51,41,51,15,17,6,10,2,15,17,48.0,46.0,16.0,0.5416093625676883,120,0.00023040317358354832,0.015011519035889338,0.0028749960943197594,0.002686368843215551
778,samples/sample_000778.npz,rectangular_body_000778,17,32,43,55,6,11,15,12,5,6,11,24.5,49.0,8.5,0.6554467734138336,900,0.001443422625109886,0.3264908967315684,0.036220382207923285,0.04665337636726682
779,samples/sample_000779.npz,rectangular_body_000779,6,22,34,48,13,20,16,14,7,13,20,14.0,41.0,16.5,0.42504932626724656,1568,0.002645480155297187,0.13279763067656683,0.029027923369261223,0.02502117014484014
780,samples/sample_000780.npz,rectangular_body_000780,28,32,42,47,12,19,4,5,7,12,19,30.0,44.5,15.5,0.6748241563187967,140,0.0005270528579165284,0.025248666903190456,0.004780583707523288,0.003994159568955149
781,samples/sample_000781.npz,rectangular_body_000781,24,31,52,57,16,23,7,5,7,16,23,27.5,54.5,19.5,0.9170940521775226,245,0.000955629513584798,0.0377183798440375,0.00833178479507609,0.006992614646714532
782,samples/sample_000782.npz,rectangular_body_000782,29,45,44,53,13,20,16,9,7,13,20,37.0,48.5,16.5,0.6420899454401168,1008,0.0030038503676939818,0.13503793301883663,0.029611995590579455,0.02437819714131225
783,samples/sample_000783.npz,rectangular_body_000783,15,31,27,37,10,17,16,10,7,10,17,23.0,32.0,13.5,0.29183923663434536,1120,0.0020681941537708647,0.09493296384527074,0.01814582469784036,0.015249468795558089
784,samples/sample_000784.npz,rectangular_body_000784,30,44,4,19,8,12,14,15,4,8,12,37.0,11.5,10.0,0.39941817118454487,840,0.0008958331741750027,0.14194667250107112,0.018291211013904383,0.022293630524851723
785,samples/sample_000785.npz,rectangular_body_000785,28,35,21,31,6,9,7,10,3,6,9,31.5,26.0,7.5,0.6136927817921671,210,0.0005578595888485723,0.10700327469683177,0.00905605866588752,0.011871745369495118
786,samples/sample_000786.npz,rectangular_body_000786,53,61,12,26,6,12,8,14,6,6,12,57.0,19.0,9.0,0.23017956042012902,672,0.00025793429449559883,0.08990041548222477,0.00761417313553075,0.011984749490870757
787,samples/sample_000787.npz,rectangular_body_000787,21,29,18,32,12,19,8,14,7,12,19,25.0,25.0,15.5,0.821874410077412,784,0.003793386702776373,0.15475742307640342,0.033163374758108384,0.025590196896692754
788,samples/sample_000788.npz,rectangular_body_000788,12,23,11,25,4,9,11,14,5,4,9,17.5,18.0,6.5,0.6434816574962512,770,0.0008491718606433992,0.4024984724933597,0.032758857385682405,0.0502512865447614
789,samples/sample_000789.npz,rectangular_body_000789,23,32,37,48,12,16,9,11,4,12,16,27.5,42.5,14.0,0.5656464877128407,396,0.001169259570606814,0.06452289981759343,0.012041816978908765,0.010300054275966234
790,samples/sample_000790.npz,rectangular_body_000790,44,57,27,43,7,12,13,16,5,7,12,50.5,35.0,9.5,0.6139119474717903,1040,0.0018535043176501104,0.29151280856286704,0.03717012916313085,0.044681517758515255
791,samples/sample_000791.npz,rectangular_body_000791,6,19,25,32,13,17,13,7,4,13,17,12.5,28.5,15.0,0.2975324681415827,364,0.00043653591979669166,0.027440116989438816,0.005007217676754366,0.004715038257464434
792,samples/sample_000792.npz,rectangular_body_000792,26,33,11,26,7,9,7,15,2,7,9,29.5,18.5,8.0,0.8739898589377948,210,0.0005717290002112922,0.1195557764202576,0.01207973643426024,0.015427646712851385
793,samples/sample_000793.npz,rectangular_body_000793,39,45,34,44,11,19,6,10,8,11,19,42.0,39.0,15.0,0.37880675544033227,480,0.0009297358052724695,0.04988527174723187,0.009413070894588683,0.007924834454920088
794,samples/sample_000794.npz,rectangular_body_000794,49,58,41,54,10,13,9,13,3,10,13,53.5,47.5,11.5,0.7164767838166379,351,0.0005468023517984138,0.09734776687123818,0.01185317138059112,0.015327802370278757
795,samples/sample_000795.npz,rectangular_body_000795,40,56,49,62,2,10,16,13,8,2,10,48.0,55.5,6.0,0.7681634194362383,1664,0.0014406365193633131,1.0234164267808028,0.07312909417259075,0.13554760030145183
796,samples/sample_000796.npz,rectangular_body_000796,5,20,4,20,7,10,15,16,3,7,10,12.5,12.0,8.5,0.3239403502110828,720,0.00036523160581820283,0.11475282351223214,0.012011134198804407,0.018025579279630024
797,samples/sample_000797.npz,rectangular_body_000797,37,42,17,31,3,8,5,14,5,3,8,39.5,24.0,5.5,0.25452309713968735,350,0.00020694107297482126,0.10776412618914455,0.006601548118070222,0.010605975890534934
798,samples/sample_000798.npz,rectangular_body_000798,23,28,37,46,15,22,5,9,7,15,22,25.5,41.5,18.5,0.8089863870005485,315,0.0015701287133013265,0.046894764387127245,0.01165129979917584,0.008087646667205246
799,samples/sample_000799.npz,rectangular_body_000799,26,41,40,52,9,17,15,12,8,9,17,33.5,46.0,13.0,0.20791135295818491,1440,0.0014099633741735801,0.09289020876015217,0.016256060413032243,0.015089991129235267
800,samples/sample_000800.npz,rectangular_body_000800,36,49,22,34,4,7,13,12,3,4,7,42.5,28.0,5.5,0.2456081229247923,468,0.00027678964753882735,0.10866005145390742,0.00847633492601387,0.01278488186657462
801,samples/sample_000801.npz,rectangular_body_000801,31,35,38,44,6,8,4,6,2,6,8,33.0,41.0,7.0,0.8897893272377273,48,0.00014843427619334518,0.04565520596225359,0.003027905138560696,0.004383414805262918
802,samples/sample_000802.npz,rectangular_body_000802,17,31,17,28,12,20,14,11,8,12,20,24.0,22.5,16.0,0.9508857626515719,1232,0.006244313077670265,0.26234288988450993,0.0579799041739361,0.04498657358459876
803,samples/sample_000803.npz,rectangular_body_000803,15,30,33,39,7,10,15,6,3,7,10,22.5,36.0,8.5,0.2725273051990533,270,0.00027043822741713624,0.04497569914285004,0.00488333102374062,0.005833881496447356
804,samples/sample_000804.npz,rectangular_body_000804,30,46,36,50,14,21,16,14,7,14,21,38.0,43.0,17.5,0.8844410681965011,1568,0.008041066599164268,0.2502040444165434,0.06445423825298202,0.04540743204053097
805,samples/sample_000805.npz,rectangular_body_000805,45,59,33,42,15,22,14,9,7,15,22,52.0,37.5,18.5,0.7275265101791379,882,0.0028285527479347287,0.11134719098000283,0.025662530785134988,0.02094502728139435
806,samples/sample_000806.npz,rectangular_body_000806,27,31,25,36,7,9,4,11,2,7,9,29.0,30.5,8.0,0.6096422455765143,88,0.0002691822147247181,0.04077559725506027,0.0037260190490802174,0.004641614459558164
807,samples/sample_000807.npz,rectangular_body_000807,15,30,5,17,4,8,15,12,4,4,8,22.5,11.0,6.0,0.433048630005721,720,0.00045664302082659084,0.2535676027834842,0.019771254082534044,0.032698405646872715
808,samples/sample_000808.npz,rectangular_body_000808,45,55,33,41,9,13,10,8,4,9,13,50.0,37.0,11.0,0.9234045075940904,320,0.0009316870540890604,0.13178641788797751,0.016386487267115325,0.018984402309924795
809,samples/sample_000809.npz,rectangular_body_000809,24,37,53,59,2,9,13,6,7,2,9,30.5,56.0,5.5,0.6467563580665783,546,0.0005182244639836565,0.4586940496277735,0.022107297678907085,0.043759714127341726
810,samples/sample_000810.npz,rectangular_body_000810,29,42,27,37,14,21,13,10,7,14,21,35.5,32.0,17.5,0.6298409543044314,910,0.005429891594273532,0.11029286926904003,0.028223581912924955,0.018325220065365428
811,samples/sample_000811.npz,rectangular_body_000811,4,17,48,58,10,12,13,10,2,10,12,10.5,53.0,11.0,0.984205069931291,260,0.0004602398871961411,0.10399285870678446,0.011224346682290732,0.016170170023216066
812,samples/sample_000812.npz,rectangular_body_000812,20,27,26,33,2,7,7,7,5,2,7,23.5,29.5,4.5,0.6399675614159568,245,0.00035768989241427937,0.3183250190342307,0.012161931647956554,0.02323241894052865
813,samples/sample_000813.npz,rectangular_body_000813,37,41,12,26,6,9,4,14,3,6,9,39.0,19.0,7.5,0.36301710657315733,168,0.0001573005530765852,0.04719914450142221,0.004079406637188447,0.005597441239696619
814,samples/sample_000814.npz,rectangular_body_000814,35,39,32,47,4,9,4,15,5,4,9,37.0,39.5,6.5,0.3585183930159592,300,0.00032547030054846644,0.10213663318464902,0.007744024221549564,0.011081385608186183
815,samples/sample_000815.npz,rectangular_body_000815,7,17,37,52,6,13,10,15,7,6,13,12.0,44.5,9.5,0.6973370841455098,1050,0.0015328753111274484,0.37513269217092193,0.04007108692322822,0.054329076336175536
816,samples/sample_000816.npz,rectangular_body_000816,31,47,6,19,4,8,16,13,4,4,8,39.0,12.5,6.0,0.5395951384955013,832,0.000746411639830825,0.3404393866820966,0.029460433397505162,0.04593636046733262
817,samples/sample_000817.npz,rectangular_body_000817,55,60,2,10,12,16,5,8,4,12,16,57.5,6.0,14.0,0.32174927645924156,160,8.960635997060624e-05,0.015761761704106154,0.0015919491800521245,0.002351792168707771
818,samples/sample_000818.npz,rectangular_body_000818,17,26,24,39,7,12,9,15,5,7,12,21.5,31.5,9.5,0.60578727663395,675,0.0017780981469349736,0.2076757930114943,0.026128581675099335,0.02883920325017043
819,samples/sample_000819.npz,rectangular_body_000819,32,39,28,35,7,14,7,7,7,7,14,35.5,31.5,10.5,0.6556601256157557,343,0.0014300873789944504,0.12259922086418802,0.014327014565472505,0.015132811952678038
820,samples/sample_000820.npz,rectangular_body_000820,39,43,20,25,6,12,4,5,6,6,12,41.0,22.5,9.0,0.20554319402380408,120,7.830878580748474e-05,0.018823874897062366,0.0015927507689230055,0.002043047603971964
821,samples/sample_000821.npz,rectangular_body_000821,26,31,46,58,5,7,5,12,2,5,7,28.5,52.0,6.0,0.9633843569407692,120,0.00020652038636079044,0.12755264611769013,0.007612972599110829,0.013074181137413215
822,samples/sample_000822.npz,rectangular_body_000822,41,57,19,26,3,8,16,7,5,3,8,49.0,22.5,5.5,0.3964306842011639,560,0.00034714840358424754,0.23112785690459187,0.015291461735528575,0.0257573405511125
823,samples/sample_000823.npz,rectangular_body_000823,50,56,12,24,16,21,6,12,5,16,21,53.0,18.0,18.5,0.7523554527281304,360,0.0009217116929714497,0.04778689463922395,0.01001303138797846,0.009187056850850714
824,samples/sample_000824.npz,rectangular_body_000824,26,31,9,23,12,19,5,14,7,12,19,28.5,16.0,15.5,0.61632496482893,490,0.001423865133084604,0.07402195690865034,0.014528775092909941,0.012580252376978292
825,samples/sample_000825.npz,rectangular_body_000825,45,59,29,35,15,21,14,6,6,15,21,52.0,32.0,18.0,0.9665410155168954,504,0.002415840916586979,0.08949028314227468,0.020050571388328626,0.01648245113022595
826,samples/sample_000826.npz,rectangular_body_000826,11,21,8,23,5,12,10,15,7,5,12,16.0,15.5,8.5,0.30810055895362,1050,0.0006197537414051177,0.19388373467312908,0.018841694183257093,0.026735967771471518
827,samples/sample_000827.npz,rectangular_body_000827,57,61,23,31,13,16,4,8,3,13,16,59.0,27.0,14.5,0.24520678312898925,96,6.708573658716425e-05,0.006725152150006113,0.0009156412044404314,0.0010514102091386244
828,samples/sample_000828.npz,rectangular_body_000828,31,40,32,45,15,20,9,13,5,15,20,35.5,38.5,17.5,0.6249895857699019,585,0.0027104913730122736,0.06985125367139083,0.017724844546798874,0.011847449240784111
829,samples/sample_000829.npz,rectangular_body_000829,52,59,33,38,9,12,7,5,3,9,12,55.5,35.5,10.5,0.24361318371169294,105,6.51389151587052e-05,0.013321726788766914,0.0012971129001120621,0.0017545985609567609
830,samples/sample_000830.npz,rectangular_body_000830,40,46,27,36,9,13,6,9,4,9,13,43.0,31.5,11.0,0.471146006787809,216,0.0004859239190418439,0.04732791674995361,0.006153062605399809,0.006436742750857318
831,samples/sample_000831.npz,rectangular_body_000831,11,25,4,9,12,15,14,5,3,12,15,18.0,6.5,13.5,0.9024406168026535,210,0.00043396523624702435,0.05727198609070748,0.0075328633818553675,0.009361010313805854
832,samples/sample_000832.npz,rectangular_body_000832,14,19,34,38,9,13,5,4,4,9,13,16.5,36.0,11.0,0.20206290796128867,80,5.740569283154044e-05,0.008051533395356334,0.000934991691331663,0.001065465999561551
833,samples/sample_000833.npz,rectangular_body_000833,33,41,33,45,11,13,8,12,2,11,13,37.0,39.0,12.0,0.4683268118301402,192,0.00046861149194528655,0.03309169243508925,0.005303133844217608,0.004925529390708614
834,samples/sample_000834.npz,rectangular_body_000834,29,44,17,23,10,15,15,6,5,10,15,36.5,20.0,12.5,0.4163028699796832,450,0.0008414199121670836,0.06405284521737727,0.010528349918712722,0.009935355990682735
835,samples/sample_000835.npz,rectangular_body_000835,40,53,29,42,12,19,13,13,7,12,19,46.5,35.5,15.5,0.6597694970481107,1183,0.0039043983315733104,0.1812658888319031,0.03817621728860405,0.031506111203141896
836,samples/sample_000836.npz,rectangular_body_000836,46,58,2,9,7,12,12,7,5,7,12,52.0,5.5,9.5,0.9467465359947937,420,0.0005565306955335214,0.2240526791502252,0.016593120411781192,0.02887544953744783
837,samples/sample_000837.npz,rectangular_body_000837,4,10,42,53,9,14,6,11,5,9,14,7.0,47.5,11.5,0.28062282284395385,330,0.00017996814127782963,0.03908312916042589,0.00400409377874186,0.005676280594067123
838,samples/sample_000838.npz,rectangular_body_000838,15,21,22,29,10,12,6,7,2,10,12,18.0,25.5,11.0,0.8393704937790987,84,0.00024647935555258875,0.033076472300442215,0.00410707569954737,0.00455102406534504
839,samples/sample_000839.npz,rectangular_body_000839,19,32,18,33,16,23,13,15,7,16,23,25.5,25.5,19.5,0.2603060565117746,1365,0.002548629385641968,0.05413673955096694,0.015797484288706178,0.00965871657109113
840,samples/sample_000840.npz,rectangular_body_000840,48,60,30,43,8,10,12,13,2,8,10,54.0,36.5,9.0,0.9913513756057273,312,0.0007166133605609731,0.16253794494593718,0.017106801660696426,0.02326617058713766
841,samples/sample_000841.npz,rectangular_body_000841,45,61,9,17,3,7,16,8,4,3,7,53.0,13.0,5.0,0.37520529345546594,512,0.0001826675229670476,0.20792399033443903,0.011784765906699052,0.023614384689909174
842,samples/sample_000842.npz,rectangular_body_000842,31,41,15,25,4,6,10,10,2,4,6,36.0,20.0,5.0,0.6430621334443736,200,0.0002657400266966923,0.16150651767951052,0.00960809624724229,0.016150754636725547
843,samples/sample_000843.npz,rectangular_body_000843,47,56,41,51,13,16,9,10,3,13,16,51.5,46.0,14.5,0.6444002540239926,270,0.000510977876597618,0.04724930817883733,0.007707532685519417,0.008180983971282394
844,samples/sample_000844.npz,rectangular_body_000844,8,19,41,57,2,4,11,16,2,2,4,13.5,49.0,3.0,0.6122217548647133,352,0.00015038097754388856,0.289772898315407,0.015581271305883038,0.03312635626341413
845,samples/sample_000845.npz,rectangular_body_000845,16,28,7,19,11,18,12,12,7,11,18,22.0,13.0,14.5,0.2732774716321024,1008,0.0009204553031391681,0.07328312046912308,0.0127425980032824,0.012714904892177373
846,samples/sample_000846.npz,rectangular_body_000846,50,55,55,60,14,20,5,5,6,14,20,52.5,57.5,17.0,0.8000054664784522,150,0.00028268400007058493,0.026353164253668234,0.0038340482760774357,0.004541220355310866
847,samples/sample_000847.npz,rectangular_body_000847,2,13,37,52,16,21,11,15,5,16,21,7.5,44.5,18.5,0.4341219710943576,825,0.0011423063775460528,0.06003292952622313,0.012321539214759331,0.011590879616446715
848,samples/sample_000848.npz,rectangular_body_000848,10,15,2,7,9,17,5,5,8,9,17,12.5,4.5,13.0,0.9327707840459223,200,0.0003380609517996668,0.07183534528136101,0.006625357163875353,0.009855849718959735
849,samples/sample_000849.npz,rectangular_body_000849,4,18,19,32,11,16,14,13,5,11,16,11.0,25.5,13.5,0.6497918233281481,910,0.0019193680883226765,0.16737764263137997,0.0277085322107422,0.028815631579905007
850,samples/sample_000850.npz,rectangular_body_000850,40,45,42,48,3,6,5,6,3,3,6,42.5,45.0,4.5,0.7408868250907474,90,9.630550989078775e-05,0.14370964293484909,0.004979188093093287,0.01001785710362004
851,samples/sample_000851.npz,rectangular_body_000851,48,52,8,16,2,9,4,8,7,2,9,50.0,12.0,5.5,0.6441402151811921,224,0.00015668010244565601,0.2592524219004484,0.00913247783007672,0.019530529599615525
852,samples/sample_000852.npz,rectangular_body_000852,43,52,4,8,10,16,9,4,6,10,16,47.5,6.0,13.0,0.4484542584088386,216,0.00020283443052564057,0.034689405072411535,0.0038303038284439577,0.005165506637106869
853,samples/sample_000853.npz,rectangular_body_000853,21,35,50,60,11,17,14,10,6,11,17,28.0,55.0,14.0,0.9158932679154612,840,0.0025298954685838214,0.21433323127620887,0.034232435266586175,0.03627200677727162
854,samples/sample_000854.npz,rectangular_body_000854,40,52,7,22,8,14,12,15,6,8,14,46.0,14.5,11.0,0.8614795680222909,1080,0.0023125376497917273,0.36459599471538273,0.048855899382282526,0.058351864079874326
855,samples/sample_000855.npz,rectangular_body_000855,37,51,33,38,3,8,14,5,5,3,8,44.0,35.5,5.5,0.49864983192062406,350,0.0003998110852111759,0.21112647193761935,0.012795348534119965,0.02083178835913789
856,samples/sample_000856.npz,rectangular_body_000856,2,16,40,54,14,20,14,14,6,14,20,9.0,47.0,17.0,0.9639892290892973,1176,0.0033325968516240015,0.2177146201793177,0.041503577275677585,0.04167233761886108
857,samples/sample_000857.npz,rectangular_body_000857,15,31,42,47,16,22,16,5,6,16,22,23.0,44.5,19.0,0.6369491029339129,480,0.001608815430342058,0.050175531551892874,0.013110394151203374,0.009322795113447144
858,samples/sample_000858.npz,rectangular_body_000858,38,48,55,62,4,10,10,7,6,4,10,43.0,58.5,7.0,0.37112925616492903,420,0.00020674197351684004,0.15321076624245794,0.00810774638576509,0.015553821271687205
859,samples/sample_000859.npz,rectangular_body_000859,44,57,56,61,11,18,13,5,7,11,18,50.5,58.5,14.5,0.6925826987346471,455,0.0006646895548401699,0.08845183705234402,0.011030456463843999,0.014312455192549785
860,samples/sample_000860.npz,rectangular_body_000860,12,28,20,35,4,7,16,15,3,4,7,20.0,27.5,5.5,0.3977659218144628,720,0.0006436120813423495,0.2164670967857477,0.020840653338490875,0.029730350922104534
861,samples/sample_000861.npz,rectangular_body_000861,16,20,17,32,4,6,4,15,2,4,6,18.0,24.5,5.0,0.8105009507743453,120,0.000165206875729539,0.12129019192225844,0.007124449725701714,0.012158696376668039
862,samples/sample_000862.npz,rectangular_body_000862,18,24,11,27,5,8,6,16,3,5,8,21.0,19.0,6.5,0.4634578840201816,288,0.00026602390172718337,0.1130088181442833,0.009107879009518875,0.013495718889418456
863,samples/sample_000863.npz,rectangular_body_000863,8,15,47,55,14,22,7,8,8,14,22,11.5,51.0,18.0,0.30839614963243334,448,0.0004070068417248512,0.02698431360289797,0.004927393218614233,0.005022400483568044
864,samples/sample_000864.npz,rectangular_body_000864,38,52,4,18,16,24,14,14,8,16,24,45.0,11.0,20.0,0.33037472608047314,1568,0.0019288819503783853,0.07590274036260292,0.018227625517520284,0.015263362643014354
865,samples/sample_000865.npz,rectangular_body_000865,44,60,50,62,11,18,16,12,7,11,18,52.0,56.0,14.5,0.9147554662050614,1344,0.0026979786013151797,0.31025367626063116,0.044618145173913236,0.05512324490403369
866,samples/sample_000866.npz,rectangular_body_000866,17,33,6,20,2,10,16,14,8,2,10,25.0,13.0,6.0,0.7315906911879995,1792,0.0022152160477033334,1.0075597945333405,0.08697751677771601,0.13707059347347614
867,samples/sample_000867.npz,rectangular_body_000867,28,42,36,42,15,23,14,6,8,15,23,35.0,39.0,19.0,0.5498405164575504,672,0.0028589201887759836,0.06243579119667048,0.016991546529025993,0.010709522786228493
868,samples/sample_000868.npz,rectangular_body_000868,38,54,46,55,5,12,16,9,7,5,12,46.0,50.5,8.5,0.7772955884891037,1008,0.001495034880720246,0.467739244698853,0.045371154031409455,0.06458943298376535
869,samples/sample_000869.npz,rectangular_body_000869,7,13,25,41,12,14,6,16,2,12,14,10.0,33.0,13.0,0.5662102160407441,192,0.00037448951564563826,0.03351280158630085,0.005175518490270794,0.005570603827588979
870,samples/sample_000870.npz,rectangular_body_000870,26,40,16,32,15,21,14,16,6,15,21,33.0,24.0,18.0,0.2775814730231587,1344,0.002920755241919576,0.06370952849425468,0.017590713076483397,0.011233421195857168
871,samples/sample_000871.npz,rectangular_body_000871,40,52,24,37,8,13,12,13,5,8,13,46.0,30.5,10.5,0.6668171053906173,780,0.0020589995018826385,0.22476920586026353,0.031042269609323735,0.033352544244052325
872,samples/sample_000872.npz,rectangular_body_000872,37,46,26,37,16,24,9,11,8,16,24,41.5,31.5,20.0,0.2027574015716418,792,0.001260061717915698,0.024883332303077692,0.007040891916021476,0.004358723269373739
873,samples/sample_000873.npz,rectangular_body_000873,18,33,20,34,13,19,15,14,6,13,19,25.5,27.0,16.0,0.4827610411692571,1260,0.0040525079123863396,0.1281689051631266,0.030885585208510608,0.021976919905753817
874,samples/sample_000874.npz,rectangular_body_000874,27,38,26,42,13,19,11,16,6,13,19,32.5,34.0,16.0,0.4233451623135978,1056,0.004220856238759436,0.095933908982534,0.023222653934489988,0.015896688508477377
875,samples/sample_000875.npz,rectangular_body_000875,21,25,3,16,10,13,4,13,3,10,13,23.0,9.5,11.5,0.28759883144777043,156,0.00011245344034227926,0.018209688570591326,0.002180519875619581,0.002722812642464471
876,samples/sample_000876.npz,rectangular_body_000876,30,41,10,18,14,18,11,8,4,14,18,35.5,14.0,16.0,0.4100880371348381,352,0.0006437874194073436,0.03299913186815644,0.0066204074555481374,0.005782907218282379
877,samples/sample_000877.npz,rectangular_body_000877,37,42,8,23,9,17,5,15,8,9,17,39.5,15.5,13.0,0.20512106415608786,600,0.00044045975478932244,0.041367749289680046,0.0063808299701638635,0.006517079569685302
878,samples/sample_000878.npz,rectangular_body_000878,49,57,57,62,2,8,8,5,6,2,8,53.0,59.5,5.0,0.36062493602872386,240,6.40079494772171e-05,0.1655885754086154,0.004353334774543741,0.011816599967902108
879,samples/sample_000879.npz,rectangular_body_000879,26,40,19,34,2,4,14,15,2,2,4,33.0,26.5,3.0,0.8811692009680876,420,0.0007420435115574104,0.4453012714304973,0.03031323898565991,0.05395191894313317
880,samples/sample_000880.npz,rectangular_body_000880,17,28,6,21,11,18,11,15,7,11,18,22.5,13.5,14.5,0.5630450748041451,1155,0.002249534768200427,0.16873522042916445,0.03034298023997547,0.029577165381299717
881,samples/sample_000881.npz,rectangular_body_000881,2,10,9,16,10,18,8,7,8,10,18,6.0,12.5,14.0,0.7892529313481693,448,0.0007144547835747104,0.1123258539176107,0.012677522275617801,0.01725230472274608
882,samples/sample_000882.npz,rectangular_body_000882,52,56,11,17,12,14,4,6,2,12,14,54.0,14.0,13.0,0.6695469272963848,48,7.11441957377047e-05,0.011373954512604638,0.0013716483932455302,0.0017748259543786478
883,samples/sample_000883.npz,rectangular_body_000883,17,25,22,38,2,10,8,16,8,2,10,21.0,30.0,6.0,0.831446686643954,1024,0.002295822426602714,0.8311666807858219,0.06184034418885095,0.09343308051916024
884,samples/sample_000884.npz,rectangular_body_000884,35,44,25,36,12,15,9,11,3,12,15,39.5,30.5,13.5,0.8309609271591929,297,0.0015664836911375955,0.07523368995613214,0.013844062473451976,0.011643928101969734
885,samples/sample_000885.npz,rectangular_body_000885,23,30,10,19,11,17,7,9,6,11,17,26.5,14.5,14.0,0.7365196202102029,378,0.001075645791514421,0.08513020689246349,0.013851397359045062,0.013606229653044219
886,samples/sample_000886.npz,rectangular_body_000886,7,13,19,33,6,12,6,14,6,6,12,10.0,26.0,9.0,0.847318051094075,504,0.000942950406575526,0.2569840012040786,0.023823945120233742,0.03380016011087419
887,samples/sample_000887.npz,rectangular_body_000887,32,42,23,34,4,12,10,11,8,4,12,37.0,28.5,8.0,0.7836249568452158,880,0.0029177199042649225,0.5201296065636353,0.04764133445788554,0.06042373021930198
888,samples/sample_000888.npz,rectangular_body_000888,38,54,48,62,3,11,16,14,8,3,11,46.0,55.0,7.0,0.36584377232758636,1792,0.0009114612307912441,0.43412958545768165,0.03677929736244345,0.06118583126209216
889,samples/sample_000889.npz,rectangular_body_000889,39,49,20,32,15,23,10,12,8,15,23,44.0,26.0,19.0,0.8802924380629988,960,0.004948016653520073,0.14211993905827294,0.03712339111059225,0.02563932484280939
