sample_index,sample_id,relative_path,x_start,x_end,y_start,y_end,z_start,z_end,width_x,width_y,thickness_z,top_depth_m,bottom_depth_m,width_x_m,width_y_m,thickness_z_m,center_x_m,center_y_m,center_depth_m,density_contrast,body_volume_cells,body_size_group,density_group,gravity_minimum_mgal,gravity_maximum_mgal,gravity_mean_mgal,gravity_std_mgal
9262,prime_009262,samples/prime_009262.npz,30,39,30,46,3,7,9,16,4,30.0,70.0,90.0,160.0,40.0,340.0,375.0,50.0,0.27869510714456186,576,large,low,0.0002192509564338252,0.1838872730731964,0.009091043844819069,0.02454294264316559
9263,prime_009263,samples/prime_009263.npz,44,49,14,20,7,9,5,6,2,70.0,90.0,50.0,60.0,20.0,460.0,165.0,80.0,0.8699195008252046,60,small,high,5.9145389968762174e-05,0.049065615981817245,0.0026468923315405846,0.00600020494312048
9264,prime_009264,samples/prime_009264.npz,23,37,20,36,5,9,14,16,4,50.0,90.0,140.0,160.0,40.0,295.0,275.0,70.0,0.5631162348124902,896,large,medium,0.0010482656070962548,0.3431732654571533,0.027172481641173363,0.055084288120269775
9265,prime_009265,samples/prime_009265.npz,11,20,20,31,3,5,9,11,2,30.0,50.0,90.0,110.0,20.0,150.0,250.0,40.0,0.3248671911320004,198,small,low,4.3881947931367904e-05,0.11280272901058197,0.003690241603180766,0.012467005290091038
9266,prime_009266,samples/prime_009266.npz,14,19,31,39,7,13,5,8,6,70.0,130.0,50.0,80.0,60.0,160.0,345.0,100.0,0.8051977174748483,240,small,high,0.0003614025772549212,0.12461698055267334,0.009402947500348091,0.017402272671461105
9267,prime_009267,samples/prime_009267.npz,8,18,26,32,4,6,10,6,2,40.0,60.0,100.0,60.0,20.0,125.0,285.0,50.0,0.33715028482043446,120,small,low,3.462518725427799e-05,0.06798028200864792,0.002244860865175724,0.007020533084869385
9268,prime_009268,samples/prime_009268.npz,24,37,33,45,5,11,13,12,6,50.0,110.0,130.0,120.0,60.0,300.0,385.0,80.0,0.4507344665000556,936,large,low,0.0009012184455059469,0.2941893935203552,0.022106628865003586,0.04392552748322487
9269,prime_009269,samples/prime_009269.npz,19,33,8,14,7,9,14,6,2,70.0,90.0,140.0,60.0,20.0,255.0,105.0,80.0,0.9446868709046403,168,small,high,0.00018769685993902385,0.11853862553834915,0.007948136888444424,0.016907328739762306
9270,prime_009270,samples/prime_009270.npz,47,56,26,42,8,13,9,16,5,80.0,130.0,90.0,160.0,50.0,510.0,335.0,105.0,0.7653244096816834,720,large,high,0.0009747517760843039,0.25293734669685364,0.025800049304962158,0.0430646575987339
9271,prime_009271,samples/prime_009271.npz,11,16,28,43,2,9,5,15,7,20.0,90.0,50.0,150.0,70.0,130.0,350.0,55.0,0.40735088591402,525,medium,low,0.00020115915685892105,0.2965298891067505,0.01172380056232214,0.03404061123728752
9272,prime_009272,samples/prime_009272.npz,39,54,8,16,2,7,15,8,5,20.0,70.0,150.0,80.0,50.0,460.0,115.0,45.0,0.6266419365226921,600,large,medium,0.0002122049336321652,0.5342633724212646,0.020906170830130577,0.06534519046545029
9273,prime_009273,samples/prime_009273.npz,16,27,34,45,4,6,11,11,2,40.0,60.0,110.0,110.0,20.0,210.0,390.0,50.0,0.5421590123010882,242,small,medium,0.0001314807595917955,0.1679583489894867,0.00738544249907136,0.020814020186662674
9274,prime_009274,samples/prime_009274.npz,19,33,9,13,4,8,14,4,4,40.0,80.0,140.0,40.0,40.0,255.0,105.0,60.0,0.6375997709764463,224,small,medium,0.0001273806265089661,0.17316752672195435,0.007626690436154604,0.02055342309176922
9275,prime_009275,samples/prime_009275.npz,22,36,12,26,3,8,14,14,5,30.0,80.0,140.0,140.0,50.0,285.0,185.0,55.0,0.23629724680976213,980,large,low,0.00026829683338291943,0.2165585607290268,0.012838255614042282,0.031814612448215485
9276,prime_009276,samples/prime_009276.npz,26,32,42,50,3,6,6,8,3,30.0,60.0,60.0,80.0,30.0,285.0,455.0,45.0,0.2113164105655361,144,small,low,2.7691301511367783e-05,0.06654353439807892,0.00173257349524647,0.006036386359483004
9277,prime_009277,samples/prime_009277.npz,31,35,38,47,8,14,4,9,6,80.0,140.0,40.0,90.0,60.0,325.0,420.0,110.0,0.8785218613882317,216,small,high,0.0004858444444835186,0.10115629434585571,0.009126001037657261,0.015103267505764961
9278,prime_009278,samples/prime_009278.npz,12,22,16,24,2,4,10,8,2,20.0,40.0,100.0,80.0,20.0,165.0,195.0,30.0,0.8064427857921889,160,small,high,5.971265636617318e-05,0.32912012934684753,0.007601866032928228,0.031661804765462875
9279,prime_009279,samples/prime_009279.npz,28,33,18,29,5,9,5,11,4,50.0,90.0,50.0,110.0,40.0,300.0,230.0,70.0,0.2021665919914345,220,small,low,7.891192944953218e-05,0.04680953919887543,0.0023900605738162994,0.005673021078109741
9280,prime_009280,samples/prime_009280.npz,21,29,29,39,6,12,8,10,6,60.0,120.0,80.0,100.0,60.0,245.0,335.0,90.0,0.21705319380307092,480,medium,low,0.00024322599347215146,0.07391268014907837,0.005321509204804897,0.010228268802165985
9281,prime_009281,samples/prime_009281.npz,40,55,43,56,8,16,15,13,8,80.0,160.0,150.0,130.0,80.0,470.0,490.0,120.0,0.4601885883294,1560,large,low,0.001096799154765904,0.2652163505554199,0.03146426007151604,0.048659924417734146
9282,prime_009282,samples/prime_009282.npz,19,32,25,32,7,12,13,7,5,70.0,120.0,130.0,70.0,50.0,250.0,280.0,95.0,0.8819906966320994,455,medium,high,0.0009605394443497062,0.23955240845680237,0.020208802074193954,0.03604818135499954
9283,prime_009283,samples/prime_009283.npz,33,48,36,43,7,11,15,7,4,70.0,110.0,150.0,70.0,40.0,400.0,390.0,90.0,0.992940934671806,420,medium,high,0.0007871107663959265,0.25324878096580505,0.0211250688880682,0.03879234939813614
9284,prime_009284,samples/prime_009284.npz,39,52,8,15,5,8,13,7,3,50.0,80.0,130.0,70.0,30.0,450.0,110.0,65.0,0.20966915148541998,273,small,low,4.688844273914583e-05,0.05816861614584923,0.0029829549603164196,0.007512360345572233
9285,prime_009285,samples/prime_009285.npz,31,40,39,44,2,7,9,5,5,20.0,70.0,90.0,50.0,50.0,350.0,410.0,45.0,0.5326833465884824,225,small,medium,0.00012507241626735777,0.27635255455970764,0.006861780304461718,0.024534573778510094
9286,prime_009286,samples/prime_009286.npz,27,38,9,23,8,14,11,14,6,80.0,140.0,110.0,140.0,60.0,320.0,155.0,110.0,0.7132498349413405,924,large,medium,0.0014258440351113677,0.2878014147281647,0.03098357282578945,0.04916319623589516
9287,prime_009287,samples/prime_009287.npz,17,24,17,24,8,11,7,7,3,80.0,110.0,70.0,70.0,30.0,200.0,200.0,95.0,0.9795072612497149,147,small,high,0.000230884543270804,0.0950942263007164,0.007105263881385326,0.013438481837511063
9288,prime_009288,samples/prime_009288.npz,17,25,18,28,6,13,8,10,7,60.0,130.0,80.0,100.0,70.0,205.0,225.0,95.0,0.23978184603879316,560,medium,low,0.00023468007566407323,0.0889180526137352,0.006670624483376741,0.012563321739435196
9289,prime_009289,samples/prime_009289.npz,22,32,26,31,3,6,10,5,3,30.0,60.0,100.0,50.0,30.0,265.0,280.0,45.0,0.7049195946088535,150,small,medium,0.0001291279768338427,0.21465487778186798,0.0060700178146362305,0.020514102652668953
9290,prime_009290,samples/prime_009290.npz,49,53,40,53,6,14,4,13,8,60.0,140.0,40.0,130.0,80.0,505.0,460.0,100.0,0.4341069027766822,416,medium,low,0.0002273825666634366,0.11059963703155518,0.008453499525785446,0.01616411656141281
9291,prime_009291,samples/prime_009291.npz,8,12,25,37,8,16,4,12,8,80.0,160.0,40.0,120.0,80.0,95.0,305.0,120.0,0.7821244762792738,384,medium,high,0.0005622306489385664,0.1340632438659668,0.013215183280408382,0.02168469876050949
9292,prime_009292,samples/prime_009292.npz,19,24,23,38,2,7,5,15,5,20.0,70.0,50.0,150.0,50.0,210.0,300.0,45.0,0.5077193499313792,375,medium,medium,0.00020436345948837698,0.3138280510902405,0.010889105498790741,0.03467593714594841
9293,prime_009293,samples/prime_009293.npz,40,51,23,30,8,14,11,7,6,80.0,140.0,110.0,70.0,60.0,450.0,260.0,110.0,0.813315770573392,462,medium,high,0.0007706369506195188,0.18586955964565277,0.017833968624472618,0.02928406186401844
9294,prime_009294,samples/prime_009294.npz,42,47,38,49,8,10,5,11,2,80.0,100.0,50.0,110.0,20.0,440.0,430.0,90.0,0.44042279557976066,110,small,low,7.182634726632386e-05,0.03297122195363045,0.0024179695174098015,0.004701681435108185
9295,prime_009295,samples/prime_009295.npz,16,23,14,26,8,13,7,12,5,80.0,130.0,70.0,120.0,50.0,190.0,195.0,105.0,0.36239342693491394,420,medium,low,0.0002575757971499115,0.07886260747909546,0.007257712073624134,0.012389794923365116
9296,prime_009296,samples/prime_009296.npz,17,30,33,39,2,6,13,6,4,20.0,60.0,130.0,60.0,40.0,230.0,355.0,40.0,0.5333638954160237,312,medium,medium,0.00015855277888476849,0.32180485129356384,0.009649181738495827,0.03346337005496025
9297,prime_009297,samples/prime_009297.npz,28,36,11,25,8,15,8,14,7,80.0,150.0,80.0,140.0,70.0,315.0,175.0,115.0,0.9275511157977199,784,large,high,0.0017755418084561825,0.3155144155025482,0.034027036279439926,0.05266878381371498
9298,prime_009298,samples/prime_009298.npz,28,36,44,48,3,6,8,4,3,30.0,60.0,80.0,40.0,30.0,315.0,455.0,45.0,0.38558668450276595,96,small,low,3.642283263616264e-05,0.08883104473352432,0.0021089036017656326,0.007545290980488062
9299,prime_009299,samples/prime_009299.npz,39,52,39,45,7,14,13,6,7,70.0,140.0,130.0,60.0,70.0,450.0,415.0,105.0,0.8032507465198193,546,medium,high,0.0007617720402777195,0.23396143317222595,0.020957211032509804,0.036120299249887466
9300,prime_009300,samples/prime_009300.npz,37,48,26,40,7,15,11,14,8,70.0,150.0,110.0,140.0,80.0,420.0,325.0,110.0,0.9246547560132292,1232,large,high,0.002930637449026108,0.5136224627494812,0.054705604910850525,0.08580264449119568
9301,prime_009301,samples/prime_009301.npz,25,34,43,52,8,11,9,9,3,80.0,110.0,90.0,90.0,30.0,290.0,470.0,95.0,0.3308320570855421,243,small,low,0.00014586173347197473,0.04932110756635666,0.0039629340171813965,0.007316212169826031
9302,prime_009302,samples/prime_009302.npz,16,22,27,32,7,12,6,5,5,70.0,120.0,60.0,50.0,50.0,185.0,290.0,95.0,0.7252071017999938,150,small,medium,0.00021367082081269473,0.07840574532747269,0.0054164789617061615,0.010426139459013939
9303,prime_009303,samples/prime_009303.npz,29,35,41,46,6,13,6,5,7,60.0,130.0,60.0,50.0,70.0,315.0,430.0,95.0,0.6111334561339579,210,small,medium,0.0002836869971361011,0.09809592366218567,0.006423110142350197,0.012544464319944382
9304,prime_009304,samples/prime_009304.npz,17,33,14,28,7,12,16,14,5,70.0,120.0,160.0,140.0,50.0,245.0,205.0,95.0,0.7804178044658896,1120,large,high,0.0016387355281040072,0.4185682237148285,0.043408527970314026,0.0725364238023758
9305,prime_009305,samples/prime_009305.npz,28,41,8,23,4,6,13,15,2,40.0,60.0,130.0,150.0,20.0,340.0,150.0,50.0,0.6740311948406967,390,medium,medium,0.00025005685165524483,0.259335458278656,0.014660609886050224,0.037933219224214554
9306,prime_009306,samples/prime_009306.npz,34,50,39,46,8,13,16,7,5,80.0,130.0,160.0,70.0,50.0,415.0,420.0,105.0,0.24924397182494124,560,medium,low,0.00026601567515172064,0.0660337582230568,0.006717981304973364,0.010958375409245491
9307,prime_009307,samples/prime_009307.npz,39,46,34,38,2,10,7,4,8,20.0,100.0,70.0,40.0,80.0,420.0,355.0,60.0,0.2308612763462621,224,small,low,6.789746839785948e-05,0.10693655908107758,0.0028460596222430468,0.008922786451876163
9308,prime_009308,samples/prime_009308.npz,38,54,23,33,3,10,16,10,7,30.0,100.0,160.0,100.0,70.0,455.0,275.0,65.0,0.8931104724316276,1120,large,high,0.001281574834138155,0.8854206204414368,0.05383165925741196,0.1262015998363495
9309,prime_009309,samples/prime_009309.npz,41,51,42,56,5,7,10,14,2,50.0,70.0,100.0,140.0,20.0,455.0,485.0,60.0,0.7996521984826408,280,small,high,0.00018515231204219162,0.21810783445835114,0.011979464441537857,0.029873572289943695
9310,prime_009310,samples/prime_009310.npz,46,53,20,26,3,11,7,6,8,30.0,110.0,70.0,60.0,80.0,490.0,225.0,70.0,0.831702685784178,336,medium,high,0.00029837823240086436,0.39030832052230835,0.014659684151411057,0.039480529725551605
9311,prime_009311,samples/prime_009311.npz,25,34,16,30,4,6,9,14,2,40.0,60.0,90.0,140.0,20.0,290.0,225.0,50.0,0.5590165018808385,252,small,medium,0.00017288218077737838,0.17235496640205383,0.007960035465657711,0.02194353938102722
9312,prime_009312,samples/prime_009312.npz,22,33,26,36,7,12,11,10,5,70.0,120.0,110.0,100.0,50.0,270.0,305.0,95.0,0.29574137063202854,550,medium,low,0.0004523473035078496,0.09639357775449753,0.008217308670282364,0.014554212801158428
9313,prime_009313,samples/prime_009313.npz,9,20,42,46,4,8,11,4,4,40.0,80.0,110.0,40.0,40.0,140.0,435.0,60.0,0.788025108112984,176,small,high,0.0001185035434900783,0.19103625416755676,0.007450856734067202,0.02083623968064785
9314,prime_009314,samples/prime_009314.npz,28,36,9,23,8,12,8,14,4,80.0,120.0,80.0,140.0,40.0,315.0,155.0,100.0,0.7087007918599613,448,medium,medium,0.0006368450704030693,0.16602875292301178,0.015372582711279392,0.02655058726668358
9315,prime_009315,samples/prime_009315.npz,12,17,11,24,8,12,5,13,4,80.0,120.0,50.0,130.0,40.0,140.0,170.0,100.0,0.9116731940639148,260,small,high,0.00031182626844383776,0.1317259967327118,0.011160516180098057,0.020425565540790558
9316,prime_009316,samples/prime_009316.npz,31,43,20,26,2,9,12,6,7,20.0,90.0,120.0,60.0,70.0,365.0,225.0,55.0,0.2217604929875023,504,medium,low,0.0001382101618219167,0.17340673506259918,0.006235445849597454,0.01846166141331196
9317,prime_009317,samples/prime_009317.npz,16,21,12,22,8,16,5,10,8,80.0,160.0,50.0,100.0,80.0,180.0,165.0,120.0,0.6883565187355782,400,medium,medium,0.0004705103056039661,0.12610167264938354,0.01239323802292347,0.02001427486538887
9318,prime_009318,samples/prime_009318.npz,45,51,37,53,8,12,6,16,4,80.0,120.0,60.0,160.0,40.0,475.0,445.0,100.0,0.5329179848073518,384,medium,medium,0.00029251608066260815,0.10497722029685974,0.00973732303828001,0.017062902450561523
9319,prime_009319,samples/prime_009319.npz,19,29,27,34,7,12,10,7,5,70.0,120.0,100.0,70.0,50.0,235.0,300.0,95.0,0.4139201109157912,350,medium,low,0.00034927751403301954,0.09324730932712555,0.0072908345609903336,0.01335180550813675
9320,prime_009320,samples/prime_009320.npz,9,16,44,54,2,8,7,10,6,20.0,80.0,70.0,100.0,60.0,120.0,485.0,50.0,0.2765133035262729,420,medium,low,6.8993067543488e-05,0.20637522637844086,0.006341977044939995,0.02100962959229946
9321,prime_009321,samples/prime_009321.npz,22,35,20,29,8,11,13,9,3,80.0,110.0,130.0,90.0,30.0,280.0,240.0,95.0,0.8883782629279663,351,medium,high,0.000722746888641268,0.1751503348350525,0.015674037858843803,0.027361411601305008
9322,prime_009322,samples/prime_009322.npz,46,51,46,54,8,16,5,8,8,80.0,160.0,50.0,80.0,80.0,480.0,495.0,120.0,0.21427157128801516,320,medium,low,9.996440348913893e-05,0.03245356306433678,0.0030010209884494543,0.005071588791906834
9323,prime_009323,samples/prime_009323.npz,30,42,12,16,7,14,12,4,7,70.0,140.0,120.0,40.0,70.0,355.0,135.0,105.0,0.8089391375732795,336,medium,high,0.00047839380567893386,0.15236501395702362,0.012868446297943592,0.022786037996411324
9324,prime_009324,samples/prime_009324.npz,18,33,10,25,2,8,15,15,6,20.0,80.0,150.0,150.0,60.0,250.0,170.0,50.0,0.4050481034841147,1350,large,low,0.0004992099129594862,0.5122513771057129,0.03058755397796631,0.07875774800777435
9325,prime_009325,samples/prime_009325.npz,40,47,47,56,4,12,7,9,8,40.0,120.0,70.0,90.0,80.0,430.0,510.0,80.0,0.9923173361935038,504,medium,high,0.0005394116742536426,0.4862879514694214,0.02511044591665268,0.05895019322633743
9326,prime_009326,samples/prime_009326.npz,37,41,31,45,4,12,4,14,8,40.0,120.0,40.0,140.0,80.0,385.0,375.0,80.0,0.23912803034293392,448,medium,low,0.0001972113095689565,0.0944584459066391,0.005604980513453484,0.012105515226721764
9327,prime_009327,samples/prime_009327.npz,36,50,42,48,5,13,14,6,8,50.0,130.0,140.0,60.0,80.0,425.0,445.0,90.0,0.7686228226630996,672,large,high,0.0007643771823495626,0.35878098011016846,0.025787025690078735,0.050817590206861496
9328,prime_009328,samples/prime_009328.npz,15,30,14,25,6,8,15,11,2,60.0,80.0,150.0,110.0,20.0,220.0,190.0,70.0,0.7687540873470752,330,medium,high,0.0003145253285765648,0.19251364469528198,0.013436229899525642,0.028880994766950607
9329,prime_009329,samples/prime_009329.npz,40,50,39,46,4,7,10,7,3,40.0,70.0,100.0,70.0,30.0,445.0,420.0,55.0,0.8085317445295904,210,small,high,0.00015816543600521982,0.24451251327991486,0.009372894652187824,0.026939963921904564
9330,prime_009330,samples/prime_009330.npz,39,55,11,21,3,5,16,10,2,30.0,50.0,160.0,100.0,20.0,465.0,155.0,40.0,0.562880493030742,320,medium,medium,0.00010002829367294908,0.23367658257484436,0.010247521102428436,0.031182894483208656
9331,prime_009331,samples/prime_009331.npz,41,52,27,34,8,11,11,7,3,80.0,110.0,110.0,70.0,30.0,460.0,300.0,95.0,0.6427050454477419,231,small,medium,0.00028642118559218943,0.09050224721431732,0.007345940452069044,0.01346814539283514
9332,prime_009332,samples/prime_009332.npz,30,38,32,40,5,13,8,8,8,50.0,130.0,80.0,80.0,80.0,335.0,355.0,90.0,0.2963966637912183,512,medium,low,0.0003918283327948302,0.12022370100021362,0.007779515814036131,0.015498366206884384
9333,prime_009333,samples/prime_009333.npz,21,25,13,18,6,13,4,5,7,60.0,130.0,40.0,50.0,70.0,225.0,150.0,95.0,0.3045230886969611,140,small,low,6.293722981354222e-05,0.033686231821775436,0.0020839530043303967,0.004226650111377239
9334,prime_009334,samples/prime_009334.npz,39,53,39,55,3,8,14,16,5,30.0,80.0,140.0,160.0,50.0,455.0,465.0,55.0,0.9248164705306089,1120,large,high,0.0008340580970980227,0.892680287361145,0.056510079652071,0.1382603645324707
9335,prime_009335,samples/prime_009335.npz,31,45,37,50,7,13,14,13,6,70.0,130.0,140.0,130.0,60.0,375.0,430.0,100.0,0.6826854236371867,1092,large,medium,0.001479842234402895,0.3610716760158539,0.03654477372765541,0.060662101954221725
9336,prime_009336,samples/prime_009336.npz,49,54,29,38,5,12,5,9,7,50.0,120.0,50.0,90.0,70.0,510.0,330.0,85.0,0.43971585285897075,315,medium,low,0.00020136615785304457,0.12185105681419373,0.006922994740307331,0.015198508277535439
9337,prime_009337,samples/prime_009337.npz,32,39,11,23,6,12,7,12,6,60.0,120.0,70.0,120.0,60.0,350.0,165.0,90.0,0.7036618894091748,504,medium,medium,0.0006059494335204363,0.2426041215658188,0.01775890216231346,0.034576330333948135
9338,prime_009338,samples/prime_009338.npz,42,54,22,32,7,14,12,10,7,70.0,140.0,120.0,100.0,70.0,475.0,265.0,105.0,0.7701736661502526,840,large,high,0.0011905201245099306,0.33034294843673706,0.030839812010526657,0.05249607190489769
9339,prime_009339,samples/prime_009339.npz,34,50,35,44,7,11,16,9,4,70.0,110.0,160.0,90.0,40.0,415.0,390.0,90.0,0.3044733488839658,576,large,low,0.00031674065394327044,0.09991320967674255,0.008853246457874775,0.01594289019703865
9340,prime_009340,samples/prime_009340.npz,15,20,12,17,3,9,5,5,6,30.0,90.0,50.0,50.0,60.0,170.0,140.0,60.0,0.8820147238321749,150,small,high,0.00010550189472269267,0.24722406268119812,0.007087694946676493,0.021999875083565712
9341,prime_009341,samples/prime_009341.npz,44,56,12,22,4,12,12,10,8,40.0,120.0,120.0,100.0,80.0,495.0,165.0,80.0,0.5905705842148468,960,large,medium,0.000585608824621886,0.4552956819534302,0.028368910774588585,0.06290078163146973
9342,prime_009342,samples/prime_009342.npz,14,27,34,46,8,14,13,12,6,80.0,140.0,130.0,120.0,60.0,200.0,395.0,110.0,0.2399020162717491,936,large,low,0.0004593860066961497,0.09827056527137756,0.010670091025531292,0.016718508675694466
9343,prime_009343,samples/prime_009343.npz,38,54,43,56,4,11,16,13,7,40.0,110.0,160.0,130.0,70.0,455.0,490.0,75.0,0.9641564584686779,1456,large,high,0.001424989546649158,0.9469854831695557,0.07152087241411209,0.1508779376745224
9344,prime_009344,samples/prime_009344.npz,9,25,28,33,7,9,16,5,2,70.0,90.0,160.0,50.0,20.0,165.0,300.0,80.0,0.6851177082354347,160,small,medium,0.000177822177647613,0.07794380187988281,0.0056406352669000626,0.011434676125645638
9345,prime_009345,samples/prime_009345.npz,43,51,48,54,2,6,8,6,4,20.0,60.0,80.0,60.0,40.0,465.0,505.0,40.0,0.6291709677922288,192,small,medium,6.130425026640296e-05,0.3178272247314453,0.00684629799798131,0.027004752308130264
9346,prime_009346,samples/prime_009346.npz,19,34,32,45,3,8,15,13,5,30.0,80.0,150.0,130.0,50.0,260.0,380.0,55.0,0.43391018143756177,975,large,low,0.000566127710044384,0.39437127113342285,0.023615088313817978,0.058060284703969955
9347,prime_009347,samples/prime_009347.npz,46,52,30,44,8,11,6,14,3,80.0,110.0,60.0,140.0,30.0,485.0,365.0,95.0,0.4146809399543363,252,small,low,0.00016940665955189615,0.060481101274490356,0.005109196063131094,0.009312070906162262
9348,prime_009348,samples/prime_009348.npz,38,54,10,24,5,12,16,14,7,50.0,120.0,160.0,140.0,70.0,455.0,165.0,85.0,0.9393621492327925,1568,large,high,0.0018104518530890346,0.8324535489082336,0.07336276769638062,0.1392316222190857
9349,prime_009349,samples/prime_009349.npz,14,25,32,41,7,10,11,9,3,70.0,100.0,110.0,90.0,30.0,190.0,360.0,85.0,0.7110240921682773,297,medium,medium,0.00036172434920445085,0.14785832166671753,0.01079589407891035,0.021290147677063942
9350,prime_009350,samples/prime_009350.npz,13,28,28,41,5,13,15,13,8,50.0,130.0,150.0,130.0,80.0,200.0,340.0,90.0,0.4355303419477077,1560,large,low,0.0013489251723513007,0.38282084465026855,0.034355081617832184,0.06218140199780464
9351,prime_009351,samples/prime_009351.npz,34,48,30,43,7,9,14,13,2,70.0,90.0,140.0,130.0,20.0,405.0,360.0,80.0,0.9290730540771825,364,medium,high,0.0006181325879879296,0.21294787526130676,0.017629945650696754,0.033693742007017136
9352,prime_009352,samples/prime_009352.npz,34,41,13,25,4,11,7,12,7,40.0,110.0,70.0,120.0,70.0,370.0,185.0,75.0,0.2722555625492608,588,large,low,0.0002319884079042822,0.15069447457790375,0.008404267020523548,0.0191864762455225
9353,prime_009353,samples/prime_009353.npz,30,36,12,19,8,16,6,7,8,80.0,160.0,60.0,70.0,80.0,325.0,150.0,120.0,0.9182140505252793,336,medium,high,0.0006939510349184275,0.1465620994567871,0.014108856208622456,0.02258940413594246
9354,prime_009354,samples/prime_009354.npz,28,42,38,47,3,6,14,9,3,30.0,60.0,140.0,90.0,30.0,345.0,420.0,45.0,0.20865139857286447,378,medium,low,8.135769166983664e-05,0.10785924643278122,0.0045079258270561695,0.013376405462622643
9355,prime_009355,samples/prime_009355.npz,23,30,33,47,6,12,7,14,6,60.0,120.0,70.0,140.0,60.0,260.0,395.0,90.0,0.6784078812921058,588,large,medium,0.0008113740477710962,0.2577981650829315,0.02028336189687252,0.038008179515600204
9356,prime_009356,samples/prime_009356.npz,33,44,28,38,2,4,11,10,2,20.0,40.0,110.0,100.0,20.0,380.0,325.0,30.0,0.42982426666145124,220,small,low,7.998611545190215e-05,0.19650141894817352,0.0056285560131073,0.02156098000705242
9357,prime_009357,samples/prime_009357.npz,22,38,14,29,6,8,16,15,2,60.0,80.0,160.0,150.0,20.0,295.0,210.0,70.0,0.6270709855741263,480,medium,medium,0.0004974271869286895,0.19541463255882263,0.01608729362487793,0.03222799673676491
9358,prime_009358,samples/prime_009358.npz,8,18,25,32,3,5,10,7,2,30.0,50.0,100.0,70.0,20.0,125.0,280.0,40.0,0.8831611306382716,140,small,high,8.38625492178835e-05,0.2563400864601135,0.007062870543450117,0.025361644104123116
9359,prime_009359,samples/prime_009359.npz,41,45,44,50,2,4,4,6,2,20.0,40.0,40.0,60.0,20.0,425.0,465.0,30.0,0.9183353303341957,48,small,high,2.0884292098344304e-05,0.20516042411327362,0.0026002132799476385,0.0131726348772645
9360,prime_009360,samples/prime_009360.npz,38,42,44,52,7,14,4,8,7,70.0,140.0,40.0,80.0,70.0,395.0,475.0,105.0,0.2575327109889494,224,small,low,9.768836025614291e-05,0.03526228293776512,0.0027452849317342043,0.004969512578099966
9361,prime_009361,samples/prime_009361.npz,17,28,35,51,4,10,11,16,6,40.0,100.0,110.0,160.0,60.0,220.0,425.0,70.0,0.4985545782917407,1056,large,medium,0.0006825720774941146,0.4043077230453491,0.02796955406665802,0.06072217971086502
9362,prime_009362,samples/prime_009362.npz,28,44,34,38,5,12,16,4,7,50.0,120.0,160.0,40.0,70.0,355.0,355.0,85.0,0.43459816176203286,448,medium,low,0.0004491238796617836,0.14028136432170868,0.010089711286127567,0.019815202802419662
9363,prime_009363,samples/prime_009363.npz,10,18,17,22,5,9,8,5,4,50.0,90.0,80.0,50.0,40.0,135.0,190.0,70.0,0.8201813136158613,160,small,high,0.00012668705312535167,0.15384584665298462,0.0068245395086705685,0.017378710210323334
9364,prime_009364,samples/prime_009364.npz,20,29,26,42,3,5,9,16,2,30.0,50.0,90.0,160.0,20.0,240.0,335.0,40.0,0.22342828970530207,288,small,low,6.786858284613118e-05,0.0875469297170639,0.0037336954846978188,0.011326143518090248
9365,prime_009365,samples/prime_009365.npz,17,33,38,51,2,8,16,13,6,20.0,80.0,160.0,130.0,60.0,245.0,440.0,50.0,0.7304893941545083,1248,large,medium,0.0008735043229535222,0.8949471712112427,0.051169563084840775,0.13353578746318817
9366,prime_009366,samples/prime_009366.npz,30,44,36,46,5,13,14,10,8,50.0,130.0,140.0,100.0,80.0,365.0,405.0,90.0,0.25422166267364915,1120,large,low,0.0005684330244548619,0.17993523180484772,0.014464227482676506,0.027072489261627197
9367,prime_009367,samples/prime_009367.npz,38,52,21,35,2,8,14,14,6,20.0,80.0,140.0,140.0,60.0,445.0,275.0,50.0,0.5961390690332156,1176,large,medium,0.0007187192677520216,0.7199233174324036,0.03938606381416321,0.10444004088640213
9368,prime_009368,samples/prime_009368.npz,43,52,17,29,7,13,9,12,6,70.0,130.0,90.0,120.0,60.0,470.0,225.0,100.0,0.242267204760312,648,large,low,0.00025228160666301847,0.08679333329200745,0.007571159861981869,0.013459698297083378
9369,prime_009369,samples/prime_009369.npz,28,41,19,31,3,8,13,12,5,30.0,80.0,130.0,120.0,50.0,340.0,245.0,55.0,0.7153171443384024,780,large,medium,0.0008050723699852824,0.5915569067001343,0.031185662373900414,0.08023589104413986
9370,prime_009370,samples/prime_009370.npz,29,37,8,20,3,8,8,12,5,30.0,80.0,80.0,120.0,50.0,325.0,135.0,55.0,0.8936164448512742,480,medium,high,0.0004384510684758425,0.5684256553649902,0.023529788479208946,0.06665121763944626
9371,prime_009371,samples/prime_009371.npz,18,27,41,54,5,11,9,13,6,50.0,110.0,90.0,130.0,60.0,220.0,470.0,80.0,0.667277181014093,702,large,medium,0.0006011849618516862,0.35542285442352295,0.023936312645673752,0.050500236451625824
9372,prime_009372,samples/prime_009372.npz,26,39,10,15,3,6,13,5,3,30.0,60.0,130.0,50.0,30.0,320.0,120.0,45.0,0.6548111254491568,195,small,medium,0.0001025059464154765,0.2200581282377243,0.007186546456068754,0.023476561531424522
